name,birthday,deathday,wp_views,sp_followers,sp_popularity,genres,wp_url,wd_url,sp_url,birthdate,deathdate,birthyear,deathyear,sp_id,sp_img_url
Giovanni Battista Pergolesi,January 04,March 16,241509,56456,50,"['baroque', 'classical', 'early music', 'galante era', 'italian baroque']",http://en.wikipedia.org/wiki/Giovanni_Battista_Pergolesi,https://www.wikidata.org/wiki/Q185312,https://open.spotify.com/artist/08ewVs9B2qQZ2Gy3xfTFyo,"Jan 04, 1710","Mar 16, 1736",1710,1736,08ewVs9B2qQZ2Gy3xfTFyo,https://i.scdn.co/image/3c6fecf9b534838d1974f029d1451c3bf80b50dd
Josef Suk,January 04,May 29,111234,1684,25,"['classical', 'czech classical', 'post-romantic era']",http://en.wikipedia.org/wiki/Josef_Suk_(composer),https://www.wikidata.org/wiki/Q312700,https://open.spotify.com/artist/6xV7WL4etX4sILBdTz6fYN,"Jan 04, 1874","May 29, 1935",1874,1935,6xV7WL4etX4sILBdTz6fYN,https://i.scdn.co/image/4a1fc9a13ee4ab15faf7c04a176b9f30d1b62c18
Michael Hoenig,January 04,,51203,1382,27,"['berlin school', 'video game music']",https://en.wikipedia.org/wiki/Michael_Hoenig,https://www.wikidata.org/wiki/Q879793,https://open.spotify.com/artist/2I70Kyiy6kcoBNpIsHBgOK,"Jan 04, 1952",,1952,,2I70Kyiy6kcoBNpIsHBgOK,https://i.scdn.co/image/ab67616d0000b273f29ce56731034a59fcba54fb
Lionel Newman,January 04,February 03,104316,335,36,['classic soundtrack'],http://en.wikipedia.org/wiki/Lionel_Newman,https://www.wikidata.org/wiki/Q1827266,https://open.spotify.com/artist/2MBYO70OYRtFMIsocitWxt,"Jan 14, 1916","Feb 03, 1989",1916,1989,2MBYO70OYRtFMIsocitWxt,https://i.scdn.co/image/ab67616d0000b27365a579863908dedddaa1ca28
Nikolai Roslavets,January 04,August 23,40360,574,8,['russian modern classical'],http://en.wikipedia.org/wiki/Nikolai_Roslavets,https://www.wikidata.org/wiki/Q1594567,https://open.spotify.com/artist/2zPhY7i1cnN8SBF2OWvMcH,"Jan 04, 1881","Aug 23, 1944",1881,1944,2zPhY7i1cnN8SBF2OWvMcH,https://i.scdn.co/image/ede5dce7af36327f600c52682d5054951615d032
Ronald Corp,January 04,,19367,80,24,['british contemporary classical'],http://en.wikipedia.org/wiki/Ronald_Corp,https://www.wikidata.org/wiki/Q7364756,https://open.spotify.com/artist/3QozWxP8yfspOooCcIjwdQ,"Jan 04, 1951",,1951,,3QozWxP8yfspOooCcIjwdQ,https://i.scdn.co/image/2d8e2915d22bc6c640f1e3187c0e9c8236743bd7
Joe Renzetti,January 04,,35891,127,5,['horror synth'],http://en.wikipedia.org/wiki/Joe_Renzetti,https://www.wikidata.org/wiki/Q376630,https://open.spotify.com/artist/4jALixMl72UaFX4mFrbVqj,"Jan 04, 1941",,1941,,4jALixMl72UaFX4mFrbVqj,https://i.scdn.co/image/ab67616d0000b2736884e73b55bdb0b968c3d396
Robert Dick,January 04,,11144,315,5,['jazz flute'],http://en.wikipedia.org/wiki/Robert_Dick_(flautist),,https://open.spotify.com/artist/3Ij67v8rlRqZoxi5ysssrm,,,1950,,3Ij67v8rlRqZoxi5ysssrm,https://i.scdn.co/image/ab67616d0000b273103dc761425271e4767b2fc8
Johann Friedrich Agricola,January 04,December 02,28563,56,6,['galante era'],http://en.wikipedia.org/wiki/Johann_Friedrich_Agricola,https://www.wikidata.org/wiki/Q60965,https://open.spotify.com/artist/1Ip7BTamdS6FuyFYdQqvOm,"Jan 04, 1720","Dec 02, 1774",1720,1774,1Ip7BTamdS6FuyFYdQqvOm,
Joseph Turrin,January 04,,3946,98,14,['wind symphony'],http://nl.wikipedia.org/wiki/Joseph_Turrin,https://www.wikidata.org/wiki/Q13739217,https://open.spotify.com/artist/4xurqAiBOsR6rHteBmKCN1,"Jan 04, 1947",,1947,,4xurqAiBOsR6rHteBmKCN1,https://i.scdn.co/image/ab67616d0000b27315a212f7014c345a8f54e1d9
Erik Chisholm,January 04,June 08,17511,51,2,['british modern classical'],http://en.wikipedia.org/wiki/Erik_Chisholm,https://www.wikidata.org/wiki/Q2282938,https://open.spotify.com/artist/2nRKkrJfm5UGnNXTczSMgF,"Jan 04, 1904","Jun 08, 1965",1904,1965,2nRKkrJfm5UGnNXTczSMgF,https://i.scdn.co/image/ab67616d0000b273bcc62e1a7a323d147c7fc78f
Ángel Barrios,January 04,November 17,6621,79,2,[],http://en.wikipedia.org/wiki/%C3%81ngel_Barrios,https://www.wikidata.org/wiki/Q9098263,https://open.spotify.com/artist/4hetnCRYFjYTMURbeNO3Li,"Jan 04, 1882","Nov 17, 1964",1882,1964,4hetnCRYFjYTMURbeNO3Li,
Marc Roland,January 04,February 25,4057,29,7,[],http://de.wikipedia.org/wiki/Marc_Roland,https://www.wikidata.org/wiki/Q216461,https://open.spotify.com/artist/24nt8WqMaz9ZLV9En97f9w,"Jan 04, 1894","Feb 25, 1975",1894,1975,24nt8WqMaz9ZLV9En97f9w,https://i.scdn.co/image/ab67616d0000b2738811e1c5c82317111f791e3b
Manuel Palau,January 04,February 18,7517,21,3,[],https://en.wikipedia.org/wiki/Manuel_Palau,https://www.wikidata.org/wiki/Q1348129,https://open.spotify.com/artist/43KN3GZ4OwcOktUtfYpmbf,"Jan 04, 1893","Feb 18, 1967",1893,1967,43KN3GZ4OwcOktUtfYpmbf,https://i.scdn.co/image/ab67616d0000b273f8aadf6c47b8aa51a8217c61
Norman “Buddy” Baker,January 04,July 26,57925,4,2,[],http://en.wikipedia.org/wiki/Buddy_Baker_(composer),https://www.wikidata.org/wiki/Q1001114,https://open.spotify.com/artist/20kjDLtKsDYb33gGdW9Nta,"Jan 04, 1918","Jul 26, 2002",1918,2002,20kjDLtKsDYb33gGdW9Nta,
Antonio Maria Mazzoni,January 04,December 08,6553,17,1,['galante era'],https://en.wikipedia.org/wiki/Antonio_Maria_Mazzoni,https://www.wikidata.org/wiki/Q175202,https://open.spotify.com/artist/0DFdAxOKqQBK8LQLPCqFWh,"Jan 04, 1717","Dec 08, 1785",1717,1785,0DFdAxOKqQBK8LQLPCqFWh,https://i.scdn.co/image/ab67616d0000b27379ce9d76848aab6a5fb3f72c
Manning Sherwin,January 04,July 26,15954,3,1,[],http://en.wikipedia.org/wiki/Manning_Sherwin,https://www.wikidata.org/wiki/Q15500700,https://open.spotify.com/artist/1GSuy29EiTAva37dpP0VE0,"Jan 04, 1902","Jul 26, 1974",1902,1974,1GSuy29EiTAva37dpP0VE0,https://i.scdn.co/image/ab67616d0000b2733bf4cb419db07c1433eefdfc
Anna-Lisa Frykman,January 04,June 14,2158,0,0,,http://sv.wikipedia.org/wiki/Anna-Lisa_Frykman,https://www.wikidata.org/wiki/Q4988520,,"Jan 04, 1889","Jun 14, 1960",1889,1960,,
Baltasar Saldoni,January 04,December 03,4616,0,0,,https://es.wikipedia.org/wiki/Baltasar_Saldoni,https://www.wikidata.org/wiki/Q11680132,,"Jan 04, 1807","Dec 03, 1889",1807,1889,,
Jacques Demierre,January 04,,2631,44,0,[],http://de.wikipedia.org/wiki/Jacques_Demierre,https://www.wikidata.org/wiki/Q1677954,https://open.spotify.com/artist/2dClEco8R0GNt4xWdQYZbg,"Jan 04, 1954",,1954,,2dClEco8R0GNt4xWdQYZbg,https://i.scdn.co/image/ab67616d0000b273d2aa074fb867aca8add285fc
Johann Peter Heuschkel,January 04,December 05,4541,0,0,,http://en.wikipedia.org/wiki/Johann_Peter_Heuschkel,https://www.wikidata.org/wiki/Q4498935,,"Jan 04, 1773","Dec 05, 1853",1773,1853,,
Percy Pitt,January 04,November 23,7608,6,0,[],https://en.wikipedia.org/wiki/Percy_Pitt,https://www.wikidata.org/wiki/Q7167523,https://open.spotify.com/artist/4BohXaPnHzaNhqmT9JDdp4,"Jan 04, 1870","Nov 23, 1932",1870,1932,4BohXaPnHzaNhqmT9JDdp4,https://i.scdn.co/image/ab67616d0000b273941857dd33c3e2b743b97398
Thomas H. Rollinson,January 04,June 23,1428,3,0,[],http://nl.wikipedia.org/wiki/Thomas_H._Rollinson,https://www.wikidata.org/wiki/Q14489441,https://open.spotify.com/artist/0dZV9mcyNk9pL0jJM4qv9k,"Jan 04, 1844","Jun 23, 1928",1844,1928,0dZV9mcyNk9pL0jJM4qv9k,
Zurab Nadareishvili,January 04,,5271,0,0,,http://en.wikipedia.org/wiki/Zurab_Nadareishvili,https://www.wikidata.org/wiki/Q8075353,,"Jan 04, 1957",,1957,,,
Pekka Simojoki,January 05,,42863,3065,29,['finnish worship'],http://fi.wikipedia.org/wiki/Pekka_Simojoki,https://www.wikidata.org/wiki/Q11887199,https://open.spotify.com/artist/4D5VMEAnksaPPtfATWc1YP,"Jan 05, 1958",,1958,,4D5VMEAnksaPPtfATWc1YP,https://i.scdn.co/image/ab67616d0000b2738e7363c31564426f33546933
Marcel Tournier,January 05,May 08,21383,329,28,"['harp', 'impressionism']",http://en.wikipedia.org/wiki/Marcel_Tournier,https://www.wikidata.org/wiki/Q557525,https://open.spotify.com/artist/6W45XSOCwwPfzieieGqZ5l,"Jan 05, 1879","May 08, 1951",1879,1951,6W45XSOCwwPfzieieGqZ5l,https://i.scdn.co/image/b82854ca3d1e63bbe6bb250e300fb6a5f14ab1db
Nikolai Medtner,January 05,,599,7147,29,"['early modern classical', 'russian romanticism']",http://en.wikipedia.org/wiki/Nikolay_Medtner,,https://open.spotify.com/artist/1Ut6lBfgWMEoQZcHw0N6Ca,,,1880,,1Ut6lBfgWMEoQZcHw0N6Ca,https://i.scdn.co/image/e8124f0b403c55e828ddfacd5acad211c53d66d5
Theo Mackeben,January 05,January 10,10499,59,12,[],http://en.wikipedia.org/wiki/Theo_Mackeben,https://www.wikidata.org/wiki/Q71532,https://open.spotify.com/artist/4mDa7uGc5UiqNrO5P05nX8,"Jan 05, 1897","Jan 10, 1953",1897,1953,4mDa7uGc5UiqNrO5P05nX8,https://i.scdn.co/image/ab67616d0000b2737655bb38ca57f051075b8b5f
Reginald Smith Brindle,January 05,September 09,18373,66,6,[],http://en.wikipedia.org/wiki/Reginald_Smith_Brindle,https://www.wikidata.org/wiki/Q4424894,https://open.spotify.com/artist/58KZNBMkZwb8kb7clD94qR,"Jan 05, 1917","Sep 09, 2003",1917,2003,58KZNBMkZwb8kb7clD94qR,https://i.scdn.co/image/ab67616d0000b2735a217246a440d725e8c99f04
Eduardo Sáinz de la Maza,January 05,,1679,183,18,['classical guitar'],http://en.wikipedia.org/wiki/Eduardo_S%C3%A1inz_de_la_Maza,,https://open.spotify.com/artist/0HzQxIIL64KIp8s58hXLO5,,,1903,,0HzQxIIL64KIp8s58hXLO5,https://i.scdn.co/image/ab67616d0000b2734f5f79fe4fe1f863924fce36
Leighton Lucas,January 05,November 01,12620,31,4,['classic soundtrack'],http://en.wikipedia.org/wiki/Leighton_Lucas,https://www.wikidata.org/wiki/Q3277633,https://open.spotify.com/artist/7au4TWMDhdEcd9vZEOAbFJ,"Jan 05, 1903","Nov 01, 1982",1903,1982,7au4TWMDhdEcd9vZEOAbFJ,https://i.scdn.co/image/ab67616d0000b273dce7ad26ec7aa28a23e86016
Paolo Lorenzani,January 05,October 28,9315,35,1,['italian baroque'],http://en.wikipedia.org/wiki/Paolo_Lorenzani,https://www.wikidata.org/wiki/Q734825,https://open.spotify.com/artist/0uu9StT3P4U8asdVnAjyNL,"Jan 05, 1640","Oct 28, 1713",1640,1713,0uu9StT3P4U8asdVnAjyNL,https://i.scdn.co/image/ab67616d0000b273a860e2caeae87e1c58799234
Dulcie Holland,January 05,May 21,10113,29,1,[],http://en.wikipedia.org/wiki/Dulcie_Holland,https://www.wikidata.org/wiki/Q5313348,https://open.spotify.com/artist/65gFs7P6sdnF3mTDyR3goX,"Jan 05, 1913","May 21, 2000",1913,2000,65gFs7P6sdnF3mTDyR3goX,https://i.scdn.co/image/ab67616d0000b273164b1aa78123fe247feff96a
Auguste Mermet,January 05,July 04,7143,1,0,['french opera'],http://en.wikipedia.org/wiki/Auguste_Mermet,https://www.wikidata.org/wiki/Q2871316,https://open.spotify.com/artist/2igv8xgPHZaxoioELZiq3P,"Jan 05, 1810","Jul 04, 1889",1810,1889,2igv8xgPHZaxoioELZiq3P,
Eduardo Polonio,January 05,,6047,73,0,['spanish experimental'],http://es.wikipedia.org/wiki/Eduardo_Polonio,https://www.wikidata.org/wiki/Q5819584,https://open.spotify.com/artist/0FVJQsKBRVRZwCFUlh8RUP,"Jan 05, 1941",,1941,,0FVJQsKBRVRZwCFUlh8RUP,https://i.scdn.co/image/ab67616d0000b273594fda50d35d571d50d601d8
Erik Bach,January 05,,5485,4,0,[],http://en.wikipedia.org/wiki/Erik_Bach,https://www.wikidata.org/wiki/Q5388469,https://open.spotify.com/artist/0CLQhFywQi1gTGvbwcZW66,"Jan 05, 1946",,1946,,0CLQhFywQi1gTGvbwcZW66,https://i.scdn.co/image/ab67616d0000b2737ddb8d34f52c4cb8a3455715
Frederick Converse,January 05,June 08,17701,11,0,"['american modern classical', 'american romanticism']",http://en.wikipedia.org/wiki/Frederick_Converse,https://www.wikidata.org/wiki/Q323613,https://open.spotify.com/artist/1dqBUpT3J583rOtDGXZ3MO,"Jan 05, 1871","Jun 08, 1940",1871,1940,1dqBUpT3J583rOtDGXZ3MO,https://i.scdn.co/image/ab67616d0000b273b7c0ec4c7433842c753b1460
Frederick C. Tillis,January 05,May 04,7106,0,0,,http://en.wikipedia.org/wiki/Frederick_C._Tillis,https://www.wikidata.org/wiki/Q1875909,,"Jan 05, 1930","May 04, 2020",1930,2020,,
Lena Stein-Schneider,January 05,June 17,3879,1,0,[],http://de.wikipedia.org/wiki/Lena_Stein-Schneider,https://www.wikidata.org/wiki/Q6567101,https://open.spotify.com/artist/6J4IBh2bFh5DPGNeKjBFRI,"Jan 05, 1874","Jun 17, 1958",1874,1958,6J4IBh2bFh5DPGNeKjBFRI,
Luffman Atterbury,January 05,June 11,3017,0,0,[],http://en.wikipedia.org/wiki/Luffman_Atterbury,https://www.wikidata.org/wiki/Q6699619,https://open.spotify.com/artist/0Le9ygxsoYZRRQdEnaVvHK,"Jan 01, 1740","Jun 11, 1796",1740,1796,0Le9ygxsoYZRRQdEnaVvHK,
Pietro Filippo Scarlatti,January 05,February 22,19477,0,0,,http://en.wikipedia.org/wiki/Pietro_Filippo_Scarlatti,https://www.wikidata.org/wiki/Q470269,,"Jan 05, 1679","Feb 22, 1750",1679,1750,,
Richard Faltin,January 05,July 01,5595,0,0,[],http://de.wikipedia.org/wiki/Richard_Faltin,https://www.wikidata.org/wiki/Q343140,https://open.spotify.com/artist/79AONyJ23aC3fk8xCTu3Oz,"Jan 05, 1835","Jul 01, 1918",1835,1918,79AONyJ23aC3fk8xCTu3Oz,
William Sweeney,January 05,,9941,6,0,['british contemporary classical'],http://en.wikipedia.org/wiki/William_Sweeney_(composer),https://www.wikidata.org/wiki/Q3930934,https://open.spotify.com/artist/4kcll5w4Qtf5RMKvYj0wmV,"Jan 05, 1950",,1950,,4kcll5w4Qtf5RMKvYj0wmV,https://i.scdn.co/image/ab67616d0000b273c1501a62bc07396cd4ffa24d
A.R. Rahman,January 06,,7933717,11497105,77,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",http://en.wikipedia.org/wiki/A._R._Rahman,https://www.wikidata.org/wiki/Q108560,https://open.spotify.com/artist/1mYsTxnqsietFxj1OgoGbG,"Jan 06, 1966",,1967,,1mYsTxnqsietFxj1OgoGbG,https://i.scdn.co/image/4df9740f3f6bfcc28e9c8c57ecf4c7eda4a2e42b
Alexander Scriabin,January 06,April 27,623005,40850,50,"['early modern classical', 'impressionism', 'late romantic era', 'russian romanticism']",http://en.wikipedia.org/wiki/Alexander_Scriabin,https://www.wikidata.org/wiki/Q185647,https://open.spotify.com/artist/6nZiWg5ZB511S24WmB7TCV,"Jan 06, 1872","Apr 27, 1915",1872,1915,6nZiWg5ZB511S24WmB7TCV,https://i.scdn.co/image/b2183c87f1ac1d61113e11c813cf94b2cc353b8b
Max Bruch,January 06,October 02,284682,39137,48,"['classical', 'german romanticism', 'late romantic era']",http://en.wikipedia.org/wiki/Max_Bruch,https://www.wikidata.org/wiki/Q106434,https://open.spotify.com/artist/0521x50ZcNqqT1fKMJg5c5,"Jan 06, 1838","Oct 02, 1920",1838,1920,0521x50ZcNqqT1fKMJg5c5,https://i.scdn.co/image/2fa7bb11901e68a9c6d995a6381df539870d8b10
Vittorio Monti,January 06,June 20,87341,4508,39,"['italian romanticism', 'post-romantic era']",http://en.wikipedia.org/wiki/Vittorio_Monti,https://www.wikidata.org/wiki/Q342543,https://open.spotify.com/artist/05ZN3Mgw6026ilsQzehDxC,"Jan 06, 1868","Jun 20, 1922",1868,1922,05ZN3Mgw6026ilsQzehDxC,https://i.scdn.co/image/ab67616d0000b2737333476c74c08fd3d8baa5f2
Giuseppe Martucci,January 06,June 01,31947,1717,21,"['italian romanticism', 'late romantic era']",http://en.wikipedia.org/wiki/Giuseppe_Martucci,https://www.wikidata.org/wiki/Q769966,https://open.spotify.com/artist/5ScBH9bGGSS0B1BtG5BMZD,"Jan 06, 1856","Jun 01, 1909",1856,1909,5ScBH9bGGSS0B1BtG5BMZD,https://i.scdn.co/image/ab67616d0000b273af838c31c1d72038ae51a1bd
Xaver Scharwenka,January 06,December 08,34442,603,16,"['german romanticism', 'late romantic era']",http://en.wikipedia.org/wiki/Xaver_Scharwenka,https://www.wikidata.org/wiki/Q703370,https://open.spotify.com/artist/48Ihwc9nWMzCYG7OQLa60M,"Jan 06, 1850","Dec 08, 1924",1850,1924,48Ihwc9nWMzCYG7OQLa60M,https://i.scdn.co/image/ab67616d0000b273553bbc1a452fb00ae421da4e
Mina Agossi,January 06,,10096,1473,10,[],http://fr.wikipedia.org/wiki/Mina_Agossi,https://www.wikidata.org/wiki/Q1395986,https://open.spotify.com/artist/0dqWgBLyVTcLrIZfbLoXrB,"Jan 06, 1972",,1972,,0dqWgBLyVTcLrIZfbLoXrB,https://i.scdn.co/image/ab67616d0000b2739e160fd29e273b71ff089479
Giuseppe Sammartini,January 06,November 17,26132,173,23,['italian baroque'],http://en.wikipedia.org/wiki/Giuseppe_Sammartini,https://www.wikidata.org/wiki/Q514997,https://open.spotify.com/artist/1xWV6h0LZxJROzbbdHWrLf,"Jan 06, 1695","Nov 17, 1750",1695,1750,1xWV6h0LZxJROzbbdHWrLf,https://i.scdn.co/image/ab67616d0000b2739829ef6efd11cf50a70fafea
José de Nebra,January 06,July 11,17632,337,14,"['galante era', 'spanish baroque']",http://en.wikipedia.org/wiki/Jos%C3%A9_de_Nebra,https://www.wikidata.org/wiki/Q1246203,https://open.spotify.com/artist/4UDs6QCUbK7WKsWBtJWDhR,"Jan 06, 1702","Jul 11, 1768",1702,1768,4UDs6QCUbK7WKsWBtJWDhR,https://i.scdn.co/image/ab67616d0000b273aec0be8ed258f26612e5813a
Richard Horowitz,January 06,,4718,711,12,[],https://fr.wikipedia.org/wiki/Richard_Horowitz,https://www.wikidata.org/wiki/Q3430878,https://open.spotify.com/artist/18k4PVY4WySALYiokkex0R,"Jan 06, 1949",,1949,,18k4PVY4WySALYiokkex0R,https://i.scdn.co/image/ab67616d0000b273c2ab9ccacb2a88af6800b0c4
Henri Herz,January 06,January 05,40001,118,6,"['french romanticism', 'late romantic era']",http://en.wikipedia.org/wiki/Henri_Herz,https://www.wikidata.org/wiki/Q572547,https://open.spotify.com/artist/1S7g9vS9FKgRL58StTw43l,"Jan 06, 1803","Jan 05, 1888",1803,1888,1S7g9vS9FKgRL58StTw43l,
Pierre-Octave Ferroud,January 06,August 17,18299,109,9,['french romanticism'],http://en.wikipedia.org/wiki/Pierre-Octave_Ferroud,https://www.wikidata.org/wiki/Q1360513,https://open.spotify.com/artist/22kKTHYcdOVgO4B2f9uire,"Jan 06, 1900","Aug 17, 1936",1900,1936,22kKTHYcdOVgO4B2f9uire,https://i.scdn.co/image/ab67616d0000b2732d28ddb3fe862ea69f0ba2c6
Sophie Carmen Eckhardt-Gramatté,January 06,December 02,16639,86,3,['canadian classical'],http://en.wikipedia.org/wiki/Sophie_Carmen_Eckhardt-Gramatt%C3%A9,https://www.wikidata.org/wiki/Q443705,https://open.spotify.com/artist/5m5oWeQHi6K3AxSFNMMACJ,"Jan 06, 1899","Dec 02, 1974",1899,1974,5m5oWeQHi6K3AxSFNMMACJ,https://i.scdn.co/image/ab67616d0000b273acae044d0704e173303ff74a
Earl Kim,January 06,November 19,16543,43,3,['american modern classical'],http://en.wikipedia.org/wiki/Earl_Kim,https://www.wikidata.org/wiki/Q5325954,https://open.spotify.com/artist/029jBuNkyYqR6RGxKhhi2y,"Jan 06, 1920","Nov 19, 1998",1920,1998,029jBuNkyYqR6RGxKhhi2y,https://i.scdn.co/image/ab67616d0000b273853f1cc6798aa9ac56c3deb0
Teobaldo Power,January 06,May 16,22227,37,2,[],http://es.wikipedia.org/wiki/Teobaldo_Power,https://www.wikidata.org/wiki/Q4890589,https://open.spotify.com/artist/2dTH7jnOI13tFrdWAzVgeO,"Jan 06, 1848","May 16, 1884",1848,1884,2dTH7jnOI13tFrdWAzVgeO,https://i.scdn.co/image/ab67616d0000b273e191b6952904f89be6801ec7
Flausino Vale,January 06,April 04,8175,47,2,[],http://en.wikipedia.org/wiki/Flausino_Vale,https://www.wikidata.org/wiki/Q5458026,https://open.spotify.com/artist/65x8IlEjSHtxJ8qchwEJ9T,"Jan 06, 1894","Apr 04, 1954",1894,1954,65x8IlEjSHtxJ8qchwEJ9T,
Rudolf Bibl,January 06,,3160,20,9,['german romanticism'],https://de.wikipedia.org/wiki/Rudolf_Bibl,https://www.wikidata.org/wiki/Q27968518,https://open.spotify.com/artist/2v9a1b5MGjY2J8KS7uzIYA,,,1832,,2v9a1b5MGjY2J8KS7uzIYA,https://i.scdn.co/image/ab67616d0000b273ccd364ff18f9a58efea2340e
Erik Norby,January 06,January 16,5885,8,0,['danish contemporary classical'],http://en.wikipedia.org/wiki/Erik_Norby,https://www.wikidata.org/wiki/Q5388748,https://open.spotify.com/artist/5BB1xLqzltLCMEIrLCDPck,"Jan 09, 1936","Jan 16, 2007",1936,2007,5BB1xLqzltLCMEIrLCDPck,https://i.scdn.co/image/ab67616d0000b27360b07f3a319e87cc45c47e92
Finn Mortensen,January 06,May 23,8166,35,0,['nordic contemporary classical'],http://en.wikipedia.org/wiki/Finn_Mortensen,https://www.wikidata.org/wiki/Q5450655,https://open.spotify.com/artist/1Ku1qtQ90OmRBDdbcXEdIm,"Jan 06, 1922","May 23, 1983",1922,1983,1Ku1qtQ90OmRBDdbcXEdIm,https://i.scdn.co/image/ab67616d0000b273dbef2d71f05ffa7c7b221d9e
Gisbert Steenwick,January 06,August 20,4963,2,0,[],http://en.wikipedia.org/wiki/Gisbert_Steenwick,https://www.wikidata.org/wiki/Q5564867,https://open.spotify.com/artist/6swssBHpOfbRUfKwzhUWdY,"Jan 06, 1642","Aug 20, 1679",1642,1679,6swssBHpOfbRUfKwzhUWdY,
Gösta Neuwirth,January 06,,6439,0,0,,http://de.wikipedia.org/wiki/G%C3%B6sta_Neuwirth,https://www.wikidata.org/wiki/Q1559671,,"Jul 26, 1937",,1937,,,
Howard J. Buss,January 06,,14514,4,0,[],http://en.wikipedia.org/wiki/Howard_J._Buss,https://www.wikidata.org/wiki/Q16151144,https://open.spotify.com/artist/5ldzONxGel0VgB8D8xfW1t,"Jan 06, 1951",,1951,,5ldzONxGel0VgB8D8xfW1t,
Ludwig Siede,January 06,March 12,2410,2,0,[],http://nl.wikipedia.org/wiki/Ludwig_Siede,https://www.wikidata.org/wiki/Q4979019,https://open.spotify.com/artist/4MZORjGann7D54oqMBhlfY,"Jan 06, 1888","Mar 12, 1956",1888,1956,4MZORjGann7D54oqMBhlfY,
Mark Brunswick,January 06,May 26,6187,2,0,[],https://en.wikipedia.org/wiki/Mark_Brunswick,https://www.wikidata.org/wiki/Q6766892,https://open.spotify.com/artist/0XnyZO9Cjmao4ShvjUbReA,"Jan 06, 1902","May 26, 1971",1902,1971,0XnyZO9Cjmao4ShvjUbReA,https://i.scdn.co/image/ab67616d0000b2735ddd11c249fb61f26d05ea56
Martin Agricola,January 06,June 10,19428,33,0,['german renaissance'],http://en.wikipedia.org/wiki/Martin_Agricola,https://www.wikidata.org/wiki/Q76588,https://open.spotify.com/artist/5tqK7FsJHxqOs1LhbcuuhD,"Jan 06, 1486","Jun 10, 1556",1486,1556,5tqK7FsJHxqOs1LhbcuuhD,
Menachem Avidom,January 06,August 05,6706,5,0,"['israeli classical', 'oriental classical']",http://en.wikipedia.org/wiki/Menachem_Avidom,https://www.wikidata.org/wiki/Q705340,https://open.spotify.com/artist/5Jvxn3RP7EwZPO6raiYHCB,"Jan 06, 1908","Aug 05, 1995",1908,1995,5Jvxn3RP7EwZPO6raiYHCB,
Philip Bezanson,January 06,March 11,6218,3,0,[],https://en.wikipedia.org/wiki/Philip_Bezanson,https://www.wikidata.org/wiki/Q7183228,https://open.spotify.com/artist/29h90QfOAUA4iDWOXgxTLi,"Jan 06, 1916","Mar 11, 1975",1916,1975,29h90QfOAUA4iDWOXgxTLi,
Clint Mansell,January 07,,520161,131916,56,"['british soundtrack', 'compositional ambient', 'scorecore', 'soundtrack']",http://en.wikipedia.org/wiki/Clint_Mansell,https://www.wikidata.org/wiki/Q297232,https://open.spotify.com/artist/01xiB0IlXMXy3wrrotgDnU,"Jan 07, 1963",,1963,,01xiB0IlXMXy3wrrotgDnU,https://i.scdn.co/image/6a97ea4a9ed723ca6b0f44d1339dfb6e0793af39
Francis Poulenc,January 07,January 30,582816,26335,51,"['classical', 'neoclassicism']",http://en.wikipedia.org/wiki/Francis_Poulenc,https://www.wikidata.org/wiki/Q191408,https://open.spotify.com/artist/4IAWVxo2fpTBPn6k7GZ3eY,"Jan 07, 1899","Jan 30, 1963",1899,1963,4IAWVxo2fpTBPn6k7GZ3eY,https://i.scdn.co/image/017bf244ebfd64277d6ae3b4f2c817884aa96f1a
Dan Forrest,January 07,,20805,2730,29,[],"http://en.wikipedia.org/wiki/Dan_Forrest,_Jr.",,https://open.spotify.com/artist/2rQzS4iX6bEMlrO4noTwIX,,,1978,,2rQzS4iX6bEMlrO4noTwIX,https://i.scdn.co/image/86352778c56e7d6c822852402fc7d079b1a9c416
Horatiu Rădulescu,January 07,September 25,24115,855,11,"['deep free jazz', 'romanian contemporary classical']",http://en.wikipedia.org/wiki/Hora%C8%9Biu_R%C4%83dulescu,https://www.wikidata.org/wiki/Q1235832,https://open.spotify.com/artist/5JY8XqLXMgdLf3JDcPjWMn,"Jan 07, 1942","Sep 25, 2008",1942,2008,5JY8XqLXMgdLf3JDcPjWMn,https://i.scdn.co/image/90b791499897b41777eb41d0fd54e2c9ba0a5dca
